Date,Daytime,Ride_Name,Park_Name,WaitTime,Fast_Pass_Plus_Tickets,Total_Ticket_Sale_In_Last_Hour,Highest_Age_Group
2024-01-07,18:00:00,Haunted Mansion,Liberty Square,77,98,250,Teen
2024-01-07,19:00:00,Haunted Mansion,Liberty Square,70,78,243,Senior
2024-01-07,20:00:00,Haunted Mansion,Liberty Square,42,26,65,Adult
2024-01-07,21:00:00,Haunted Mansion,Liberty Square,89,46,85,Adult
2024-01-07,22:00:00,Haunted Mansion,Liberty Square,82,20,94,Teen
2024-01-07,09:00:00,Jungle Cruise,Adventureland,89,31,91,Teen
2024-01-07,10:00:00,Jungle Cruise,Adventureland,89,31,108,Adult
2024-01-07,11:00:00,Jungle Cruise,Adventureland,44,16,75,Adult
2024-01-07,12:00:00,Jungle Cruise,Adventureland,90,7,52,Child
2024-01-07,13:00:00,Jungle Cruise,Adventureland,84,114,264,Senior
2024-01-07,14:00:00,Jungle Cruise,Adventureland,85,111,201,Senior
2024-01-07,15:00:00,Jungle Cruise,Adventureland,87,63,112,Child
2024-01-07,16:00:00,Jungle Cruise,Adventureland,60,95,231,Child
2024-01-07,17:00:00,Jungle Cruise,Adventureland,63,105,244,Child
2024-01-07,18:00:00,Jungle Cruise,Adventureland,89,131,229,Adult
2024-01-07,19:00:00,Jungle Cruise,Adventureland,68,107,237,Adult
2024-01-07,20:00:00,Jungle Cruise,Adventureland,87,36,86,Child
2024-01-07,21:00:00,Jungle Cruise,Adventureland,53,24,97,Child
2024-01-07,22:00:00,Jungle Cruise,Adventureland,51,23,85,Teen
2024-01-07,09:00:00,Space Mountain,Tomorrowland,72,15,107,Adult
2024-01-07,10:00:00,Space Mountain,Tomorrowland,45,10,59,Adult
2024-01-07,11:00:00,Space Mountain,Tomorrowland,76,42,108,Senior
2024-01-07,12:00:00,Space Mountain,Tomorrowland,69,16,52,Adult
2024-01-07,13:00:00,Space Mountain,Tomorrowland,79,50,101,Senior
2024-01-07,14:00:00,Space Mountain,Tomorrowland,81,32,104,Teen
2024-01-07,15:00:00,Space Mountain,Tomorrowland,52,79,182,Teen
2024-01-07,16:00:00,Space Mountain,Tomorrowland,88,95,166,Teen
2024-01-07,17:00:00,Space Mountain,Tomorrowland,44,127,249,Adult
2024-01-07,18:00:00,Space Mountain,Tomorrowland,89,104,236,Teen
2024-01-07,19:00:00,Space Mountain,Tomorrowland,83,167,297,Adult
2024-01-07,20:00:00,Space Mountain,Tomorrowland,67,28,95,Teen
2024-01-07,21:00:00,Space Mountain,Tomorrowland,57,29,99,Teen
2024-01-07,22:00:00,Space Mountain,Tomorrowland,69,22,69,Child
2024-01-07,09:00:00,it's a small world,Fantasyland,41,18,75,Teen
2024-01-07,10:00:00,it's a small world,Fantasyland,74,23,104,Teen
2024-01-07,11:00:00,it's a small world,Fantasyland,78,21,77,Child
2024-01-07,12:00:00,it's a small world,Fantasyland,42,23,67,Child
2024-01-07,13:00:00,it's a small world,Fantasyland,89,59,196,Senior
2024-01-07,14:00:00,it's a small world,Fantasyland,48,166,290,Teen
2024-01-07,15:00:00,it's a small world,Fantasyland,74,62,197,Senior
2024-01-07,16:00:00,it's a small world,Fantasyland,62,90,212,Teen
2024-01-07,17:00:00,it's a small world,Fantasyland,44,83,152,Senior
2024-01-07,18:00:00,it's a small world,Fantasyland,60,141,251,Child
2024-01-07,19:00:00,it's a small world,Fantasyland,60,44,123,Child
2024-01-07,20:00:00,it's a small world,Fantasyland,54,20,60,Child
2024-01-07,21:00:00,it's a small world,Fantasyland,82,35,81,Adult
2024-01-07,22:00:00,it's a small world,Fantasyland,53,25,76,Teen
2024-01-07,09:00:00,Peter Pan's Flight,Fantasyland,45,27,95,Adult
2024-01-07,10:00:00,Peter Pan's Flight,Fantasyland,72,19,58,Adult
2024-01-07,11:00:00,Peter Pan's Flight,Fantasyland,63,8,79,Senior
2024-01-07,12:00:00,Peter Pan's Flight,Fantasyland,70,7,110,Adult
2024-01-07,13:00:00,Peter Pan's Flight,Fantasyland,56,143,286,Adult
2024-01-07,14:00:00,Peter Pan's Flight,Fantasyland,72,38,111,Teen
2024-01-07,15:00:00,Peter Pan's Flight,Fantasyland,47,70,145,Child
2024-01-07,16:00:00,Peter Pan's Flight,Fantasyland,69,61,132,Teen
2024-01-07,17:00:00,Peter Pan's Flight,Fantasyland,41,71,135,Senior
2024-01-07,18:00:00,Peter Pan's Flight,Fantasyland,40,92,295,Child
2024-01-07,19:00:00,Peter Pan's Flight,Fantasyland,64,139,252,Teen
2024-01-07,20:00:00,Peter Pan's Flight,Fantasyland,66,37,97,Adult
2024-01-07,21:00:00,Peter Pan's Flight,Fantasyland,65,41,89,Teen
2024-01-07,22:00:00,Peter Pan's Flight,Fantasyland,46,24,76,Teen
2024-01-25,09:00:00,Pirates of the Caribbean,Adventureland,73,21,97,Adult
2024-01-25,10:00:00,Pirates of the Caribbean,Adventureland,49,4,53,Adult
2024-01-25,11:00:00,Pirates of the Caribbean,Adventureland,87,19,53,Child
2024-01-25,12:00:00,Pirates of the Caribbean,Adventureland,82,22,68,Child
2024-01-25,13:00:00,Pirates of the Caribbean,Adventureland,51,100,238,Teen
2024-01-25,14:00:00,Pirates of the Caribbean,Adventureland,63,47,140,Child
2024-01-25,15:00:00,Pirates of the Caribbean,Adventureland,47,110,189,Teen
2024-01-25,16:00:00,Pirates of the Caribbean,Adventureland,90,53,123,Child
2024-01-25,17:00:00,Pirates of the Caribbean,Adventureland,50,77,128,Senior
2024-01-25,18:00:00,Pirates of the Caribbean,Adventureland,41,94,218,Senior
2024-01-25,19:00:00,Pirates of the Caribbean,Adventureland,71,77,134,Child
2024-01-25,20:00:00,Pirates of the Caribbean,Adventureland,53,35,69,Senior
2024-01-25,21:00:00,Pirates of the Caribbean,Adventureland,59,19,66,Adult
2024-01-25,22:00:00,Pirates of the Caribbean,Adventureland,65,50,92,Adult
2024-01-25,09:00:00,Big Thunder Mountain,Frontierland,79,8,78,Child
2024-01-25,10:00:00,Big Thunder Mountain,Frontierland,82,24,101,Child
2024-01-25,11:00:00,Big Thunder Mountain,Frontierland,85,16,81,Adult
2024-01-25,12:00:00,Big Thunder Mountain,Frontierland,46,18,73,Adult
2024-01-25,13:00:00,Big Thunder Mountain,Frontierland,70,124,281,Adult
2024-01-25,14:00:00,Big Thunder Mountain,Frontierland,71,171,294,Teen
2024-01-25,15:00:00,Big Thunder Mountain,Frontierland,87,79,183,Adult
2024-01-25,16:00:00,Big Thunder Mountain,Frontierland,76,92,269,Child
2024-01-25,17:00:00,Big Thunder Mountain,Frontierland,52,169,291,Senior
2024-01-25,18:00:00,Big Thunder Mountain,Frontierland,48,81,261,Teen
2024-01-25,19:00:00,Big Thunder Mountain,Frontierland,54,44,146,Teen
2024-01-25,20:00:00,Big Thunder Mountain,Frontierland,72,20,90,Teen
2024-01-25,21:00:00,Big Thunder Mountain,Frontierland,48,27,60,Adult
2024-01-25,22:00:00,Big Thunder Mountain,Frontierland,49,25,50,Senior
2024-01-25,09:00:00,Haunted Mansion,Liberty Square,62,32,85,Adult
2024-01-25,10:00:00,Haunted Mansion,Liberty Square,52,15,93,Adult
2024-01-25,11:00:00,Haunted Mansion,Liberty Square,80,34,93,Senior
2024-01-25,12:00:00,Haunted Mansion,Liberty Square,76,17,62,Adult
2024-01-25,13:00:00,Haunted Mansion,Liberty Square,65,64,116,Adult
2024-01-25,14:00:00,Haunted Mansion,Liberty Square,68,105,209,Child
2024-01-25,15:00:00,Haunted Mansion,Liberty Square,53,82,239,Child
2024-01-25,16:00:00,Haunted Mansion,Liberty Square,69,70,158,Child
2024-01-25,17:00:00,Haunted Mansion,Liberty Square,79,62,130,Adult
2024-01-25,18:00:00,Haunted Mansion,Liberty Square,56,76,132,Adult
2024-01-25,19:00:00,Haunted Mansion,Liberty Square,74,79,178,Senior
2024-01-25,20:00:00,Haunted Mansion,Liberty Square,68,22,85,Teen
2024-01-25,21:00:00,Haunted Mansion,Liberty Square,47,39,75,Teen
2024-01-25,22:00:00,Haunted Mansion,Liberty Square,87,21,59,Child
2024-01-25,09:00:00,Jungle Cruise,Adventureland,52,23,119,Teen
2024-01-25,10:00:00,Jungle Cruise,Adventureland,86,15,97,Child
2024-01-25,11:00:00,Jungle Cruise,Adventureland,87,32,71,Teen
2024-01-25,12:00:00,Jungle Cruise,Adventureland,62,27,69,Senior
2024-01-25,13:00:00,Jungle Cruise,Adventureland,73,58,151,Child
2024-01-25,14:00:00,Jungle Cruise,Adventureland,78,79,202,Senior
2024-01-25,15:00:00,Jungle Cruise,Adventureland,89,101,233,Senior
2024-01-25,16:00:00,Jungle Cruise,Adventureland,49,88,219,Teen
2024-01-25,17:00:00,Jungle Cruise,Adventureland,76,171,284,Adult
2024-01-25,18:00:00,Jungle Cruise,Adventureland,73,32,100,Adult
2024-01-25,19:00:00,Jungle Cruise,Adventureland,73,133,281,Adult
2024-01-25,20:00:00,Jungle Cruise,Adventureland,43,16,63,Child
2024-01-25,21:00:00,Jungle Cruise,Adventureland,74,46,98,Teen
2024-01-25,22:00:00,Jungle Cruise,Adventureland,63,30,59,Teen
2024-01-25,09:00:00,Space Mountain,Tomorrowland,88,12,85,Senior
2024-01-25,10:00:00,Space Mountain,Tomorrowland,55,28,65,Teen
2024-01-25,11:00:00,Space Mountain,Tomorrowland,65,26,76,Teen
2024-01-25,12:00:00,Space Mountain,Tomorrowland,90,22,85,Child
2024-01-25,13:00:00,Space Mountain,Tomorrowland,50,87,263,Adult
2024-01-25,14:00:00,Space Mountain,Tomorrowland,81,78,234,Senior
2024-01-25,15:00:00,Space Mountain,Tomorrowland,66,82,159,Senior
2024-01-25,16:00:00,Space Mountain,Tomorrowland,65,99,176,Child
2024-01-25,17:00:00,Space Mountain,Tomorrowland,77,127,238,Senior
2024-01-25,18:00:00,Space Mountain,Tomorrowland,52,45,139,Adult
2024-01-25,19:00:00,Space Mountain,Tomorrowland,55,102,169,Child
2024-01-25,20:00:00,Space Mountain,Tomorrowland,62,27,74,Child
2024-01-25,21:00:00,Space Mountain,Tomorrowland,44,45,90,Senior
2024-01-25,22:00:00,Space Mountain,Tomorrowland,54,27,87,Senior
2024-01-25,09:00:00,it's a small world,Fantasyland,88,33,105,Child
2024-01-25,10:00:00,it's a small world,Fantasyland,58,14,63,Adult
2024-01-25,11:00:00,it's a small world,Fantasyland,54,37,82,Adult
2024-01-25,12:00:00,it's a small world,Fantasyland,73,22,103,Adult
2024-01-25,13:00:00,it's a small world,Fantasyland,46,37,121,Child
2024-01-25,14:00:00,it's a small world,Fantasyland,45,156,282,Senior
2024-01-25,15:00:00,it's a small world,Fantasyland,86,78,162,Senior
2024-01-25,16:00:00,it's a small world,Fantasyland,78,75,156,Senior
2024-01-25,17:00:00,it's a small world,Fantasyland,78,103,270,Child
2024-01-25,18:00:00,it's a small world,Fantasyland,63,168,299,Senior
2024-01-25,19:00:00,it's a small world,Fantasyland,55,120,243,Senior
2024-01-25,20:00:00,it's a small world,Fantasyland,82,47,88,Senior
2024-01-25,21:00:00,it's a small world,Fantasyland,71,14,52,Child
2024-01-25,22:00:00,it's a small world,Fantasyland,84,23,86,Child
2024-01-25,09:00:00,Peter Pan's Flight,Fantasyland,88,37,106,Child
2024-01-25,10:00:00,Peter Pan's Flight,Fantasyland,55,46,101,Senior
2024-01-25,11:00:00,Peter Pan's Flight,Fantasyland,63,10,53,Teen
2024-01-25,12:00:00,Peter Pan's Flight,Fantasyland,77,24,53,Adult
2024-01-25,13:00:00,Peter Pan's Flight,Fantasyland,83,49,125,Senior
2024-01-25,14:00:00,Peter Pan's Flight,Fantasyland,85,57,107,Senior
2024-01-25,15:00:00,Peter Pan's Flight,Fantasyland,78,68,164,Adult
2024-01-25,16:00:00,Peter Pan's Flight,Fantasyland,66,114,190,Teen
2024-01-25,17:00:00,Peter Pan's Flight,Fantasyland,65,75,170,Child
2024-01-25,18:00:00,Peter Pan's Flight,Fantasyland,85,81,183,Adult
2024-01-25,19:00:00,Peter Pan's Flight,Fantasyland,87,163,296,Teen
2024-01-25,20:00:00,Peter Pan's Flight,Fantasyland,42,35,63,Adult
2024-01-25,21:00:00,Peter Pan's Flight,Fantasyland,62,44,97,Adult
2024-01-25,22:00:00,Peter Pan's Flight,Fantasyland,81,31,99,Senior
2024-01-14,09:00:00,Pirates of the Caribbean,Adventureland,45,40,90,Senior
2024-01-14,10:00:00,Pirates of the Caribbean,Adventureland,61,22,73,Teen
2024-01-14,11:00:00,Pirates of the Caribbean,Adventureland,62,30,83,Adult
2024-01-14,12:00:00,Pirates of the Caribbean,Adventureland,79,31,93,Adult
2024-01-14,13:00:00,Pirates of the Caribbean,Adventureland,74,103,293,Teen
2024-01-14,14:00:00,Pirates of the Caribbean,Adventureland,87,55,182,Child
2024-01-14,15:00:00,Pirates of the Caribbean,Adventureland,54,72,148,Adult
2024-01-14,16:00:00,Pirates of the Caribbean,Adventureland,60,120,229,Adult
2024-01-14,17:00:00,Pirates of the Caribbean,Adventureland,59,138,293,Teen
2024-01-14,18:00:00,Pirates of the Caribbean,Adventureland,46,99,201,Child
2024-01-14,19:00:00,Pirates of the Caribbean,Adventureland,86,48,150,Child
2024-01-14,20:00:00,Pirates of the Caribbean,Adventureland,45,43,95,Adult
2024-01-14,21:00:00,Pirates of the Caribbean,Adventureland,80,25,59,Adult
2024-01-14,22:00:00,Pirates of the Caribbean,Adventureland,65,21,75,Senior
2024-01-14,09:00:00,Big Thunder Mountain,Frontierland,46,6,85,Senior
2024-01-14,10:00:00,Big Thunder Mountain,Frontierland,87,15,78,Teen
2024-01-14,11:00:00,Big Thunder Mountain,Frontierland,58,26,78,Teen
2024-01-14,12:00:00,Big Thunder Mountain,Frontierland,79,4,68,Adult
2024-01-14,13:00:00,Big Thunder Mountain,Frontierland,76,98,162,Child
2024-01-14,14:00:00,Big Thunder Mountain,Frontierland,45,116,256,Senior
2024-01-14,15:00:00,Big Thunder Mountain,Frontierland,60,97,206,Teen
2024-01-14,16:00:00,Big Thunder Mountain,Frontierland,54,72,205,Senior
2024-01-14,17:00:00,Big Thunder Mountain,Frontierland,68,125,260,Senior
2024-01-14,18:00:00,Big Thunder Mountain,Frontierland,42,111,291,Adult
2024-01-14,19:00:00,Big Thunder Mountain,Frontierland,55,72,167,Adult
2024-01-14,20:00:00,Big Thunder Mountain,Frontierland,75,26,73,Adult
2024-01-14,21:00:00,Big Thunder Mountain,Frontierland,49,36,84,Child
2024-01-14,22:00:00,Big Thunder Mountain,Frontierland,82,27,94,Adult
2024-01-14,09:00:00,Haunted Mansion,Liberty Square,84,22,79,Teen
2024-01-14,10:00:00,Haunted Mansion,Liberty Square,55,24,109,Child
2024-01-14,11:00:00,Haunted Mansion,Liberty Square,90,48,108,Senior
2024-01-14,12:00:00,Haunted Mansion,Liberty Square,74,48,113,Senior
2024-01-14,13:00:00,Haunted Mansion,Liberty Square,77,70,116,Teen
2024-01-14,14:00:00,Haunted Mansion,Liberty Square,48,50,105,Senior
2024-01-14,15:00:00,Haunted Mansion,Liberty Square,46,122,243,Child
2024-01-14,16:00:00,Haunted Mansion,Liberty Square,90,85,188,Teen
2024-01-14,17:00:00,Haunted Mansion,Liberty Square,72,60,116,Adult
2024-01-14,18:00:00,Haunted Mansion,Liberty Square,85,70,116,Adult
2024-01-14,19:00:00,Haunted Mansion,Liberty Square,70,94,245,Child
2024-01-14,20:00:00,Haunted Mansion,Liberty Square,74,49,95,Senior
2024-01-14,21:00:00,Haunted Mansion,Liberty Square,60,27,95,Senior
2024-01-14,22:00:00,Haunted Mansion,Liberty Square,46,31,63,Adult
2024-01-14,09:00:00,Jungle Cruise,Adventureland,74,5,90,Child
2024-01-14,10:00:00,Jungle Cruise,Adventureland,84,40,95,Child
2024-01-14,11:00:00,Jungle Cruise,Adventureland,83,26,59,Child
2024-01-14,12:00:00,Jungle Cruise,Adventureland,59,37,117,Teen
2024-01-14,13:00:00,Jungle Cruise,Adventureland,61,104,287,Teen
2024-01-14,14:00:00,Jungle Cruise,Adventureland,54,137,253,Teen
2024-01-14,15:00:00,Jungle Cruise,Adventureland,76,44,146,Senior
2024-01-14,16:00:00,Jungle Cruise,Adventureland,72,95,286,Adult
2024-01-14,17:00:00,Jungle Cruise,Adventureland,66,41,122,Senior
2024-01-14,18:00:00,Jungle Cruise,Adventureland,49,128,246,Senior
2024-01-14,19:00:00,Jungle Cruise,Adventureland,89,86,204,Senior
2024-01-14,20:00:00,Jungle Cruise,Adventureland,74,24,58,Teen
2024-01-14,21:00:00,Jungle Cruise,Adventureland,83,22,56,Adult
2024-01-14,22:00:00,Jungle Cruise,Adventureland,77,29,61,Adult
2024-01-14,09:00:00,Space Mountain,Tomorrowland,71,24,62,Adult
2024-01-14,10:00:00,Space Mountain,Tomorrowland,45,23,52,Child
2024-01-14,11:00:00,Space Mountain,Tomorrowland,51,16,57,Child
2024-01-14,12:00:00,Space Mountain,Tomorrowland,56,4,71,Child
2024-01-14,13:00:00,Space Mountain,Tomorrowland,65,41,101,Senior
2024-01-14,14:00:00,Space Mountain,Tomorrowland,52,54,178,Adult
2024-01-14,15:00:00,Space Mountain,Tomorrowland,54,71,117,Teen
2024-01-14,16:00:00,Space Mountain,Tomorrowland,62,74,148,Senior
2024-01-14,17:00:00,Space Mountain,Tomorrowland,81,69,146,Teen
2024-01-14,18:00:00,Space Mountain,Tomorrowland,80,63,188,Teen
2024-01-14,19:00:00,Space Mountain,Tomorrowland,45,104,253,Teen
2024-01-14,20:00:00,Space Mountain,Tomorrowland,61,25,78,Teen
2024-01-14,21:00:00,Space Mountain,Tomorrowland,68,17,78,Child
2024-01-14,22:00:00,Space Mountain,Tomorrowland,88,23,84,Adult
2024-01-14,09:00:00,it's a small world,Fantasyland,58,32,93,Senior
2024-01-14,10:00:00,it's a small world,Fantasyland,46,13,107,Child
2024-01-14,11:00:00,it's a small world,Fantasyland,62,19,93,Adult
2024-01-14,12:00:00,it's a small world,Fantasyland,83,14,68,Senior
2024-01-14,13:00:00,it's a small world,Fantasyland,51,82,148,Senior
2024-01-14,14:00:00,it's a small world,Fantasyland,77,46,110,Child
2024-01-14,15:00:00,it's a small world,Fantasyland,73,123,222,Child
2024-01-14,16:00:00,it's a small world,Fantasyland,50,75,233,Adult
2024-01-14,17:00:00,it's a small world,Fantasyland,46,113,234,Senior
2024-01-14,18:00:00,it's a small world,Fantasyland,71,138,293,Teen
2024-01-14,19:00:00,it's a small world,Fantasyland,52,69,172,Teen
2024-01-14,20:00:00,it's a small world,Fantasyland,78,25,78,Adult
2024-01-14,21:00:00,it's a small world,Fantasyland,49,43,90,Senior
2024-01-14,22:00:00,it's a small world,Fantasyland,79,34,77,Child
2024-01-14,09:00:00,Peter Pan's Flight,Fantasyland,71,22,57,Child
2024-01-14,10:00:00,Peter Pan's Flight,Fantasyland,41,8,74,Adult
2024-01-14,11:00:00,Peter Pan's Flight,Fantasyland,71,20,119,Adult
2024-01-14,12:00:00,Peter Pan's Flight,Fantasyland,46,22,56,Child
2024-01-14,13:00:00,Peter Pan's Flight,Fantasyland,60,68,112,Adult
2024-01-14,14:00:00,Peter Pan's Flight,Fantasyland,75,72,198,Adult
2024-01-14,15:00:00,Peter Pan's Flight,Fantasyland,70,74,237,Senior
2024-01-14,16:00:00,Peter Pan's Flight,Fantasyland,79,133,289,Teen
2024-01-14,17:00:00,Peter Pan's Flight,Fantasyland,64,95,230,Child
2024-01-14,18:00:00,Peter Pan's Flight,Fantasyland,59,51,154,Senior
2024-01-14,19:00:00,Peter Pan's Flight,Fantasyland,71,86,147,Teen
2024-01-14,20:00:00,Peter Pan's Flight,Fantasyland,90,38,95,Child
2024-01-14,21:00:00,Peter Pan's Flight,Fantasyland,89,32,95,Senior
2024-01-14,22:00:00,Peter Pan's Flight,Fantasyland,58,13,63,Child
2024-01-03,09:00:00,Pirates of the Caribbean,Adventureland,64,8,55,Teen
2024-01-03,10:00:00,Pirates of the Caribbean,Adventureland,53,36,81,Adult
2024-01-03,11:00:00,Pirates of the Caribbean,Adventureland,84,43,104,Adult
2024-01-03,12:00:00,Pirates of the Caribbean,Adventureland,47,17,76,Senior
2024-01-03,13:00:00,Pirates of the Caribbean,Adventureland,58,83,276,Senior
2024-01-03,14:00:00,Pirates of the Caribbean,Adventureland,40,87,205,Adult
2024-01-03,15:00:00,Pirates of the Caribbean,Adventureland,55,83,148,Senior
2024-01-03,16:00:00,Pirates of the Caribbean,Adventureland,82,81,164,Child
2024-01-03,17:00:00,Pirates of the Caribbean,Adventureland,61,136,260,Senior
2024-01-03,18:00:00,Pirates of the Caribbean,Adventureland,51,58,110,Senior
2024-01-03,19:00:00,Pirates of the Caribbean,Adventureland,64,68,132,Teen
2024-01-03,20:00:00,Pirates of the Caribbean,Adventureland,54,15,54,Child
2024-01-03,21:00:00,Pirates of the Caribbean,Adventureland,63,31,60,Child
2024-01-03,22:00:00,Pirates of the Caribbean,Adventureland,65,33,61,Adult
2024-01-03,09:00:00,Big Thunder Mountain,Frontierland,50,20,65,Teen
2024-01-03,10:00:00,Big Thunder Mountain,Frontierland,87,25,61,Senior
2024-01-03,11:00:00,Big Thunder Mountain,Frontierland,56,10,75,Child
2024-01-03,12:00:00,Big Thunder Mountain,Frontierland,83,39,110,Child
2024-01-03,13:00:00,Big Thunder Mountain,Frontierland,85,48,128,Child
2024-01-03,14:00:00,Big Thunder Mountain,Frontierland,84,70,199,Child
2024-01-03,15:00:00,Big Thunder Mountain,Frontierland,65,154,295,Child
2024-01-03,16:00:00,Big Thunder Mountain,Frontierland,58,70,161,Adult
2024-01-03,17:00:00,Big Thunder Mountain,Frontierland,74,113,212,Teen
2024-01-03,18:00:00,Big Thunder Mountain,Frontierland,58,105,213,Child
2024-01-03,19:00:00,Big Thunder Mountain,Frontierland,58,159,269,Teen
2024-01-03,20:00:00,Big Thunder Mountain,Frontierland,76,33,99,Adult
2024-01-03,21:00:00,Big Thunder Mountain,Frontierland,56,11,52,Teen
2024-01-03,22:00:00,Big Thunder Mountain,Frontierland,46,26,71,Teen
2024-01-03,09:00:00,Haunted Mansion,Liberty Square,62,20,74,Senior
2024-01-03,10:00:00,Haunted Mansion,Liberty Square,69,18,53,Child
2024-01-03,11:00:00,Haunted Mansion,Liberty Square,52,35,81,Adult
2024-01-03,12:00:00,Haunted Mansion,Liberty Square,81,10,70,Adult
2024-01-03,13:00:00,Haunted Mansion,Liberty Square,43,38,114,Child
2024-01-03,14:00:00,Haunted Mansion,Liberty Square,65,94,204,Child
2024-01-03,15:00:00,Haunted Mansion,Liberty Square,64,137,258,Teen
2024-01-03,16:00:00,Haunted Mansion,Liberty Square,49,169,285,Adult
2024-01-03,17:00:00,Haunted Mansion,Liberty Square,58,61,194,Teen
2024-01-03,18:00:00,Haunted Mansion,Liberty Square,72,65,126,Teen
2024-01-03,19:00:00,Haunted Mansion,Liberty Square,44,43,101,Child
2024-01-03,20:00:00,Haunted Mansion,Liberty Square,54,20,86,Senior
2024-01-03,21:00:00,Haunted Mansion,Liberty Square,51,27,99,Teen
2024-01-03,22:00:00,Haunted Mansion,Liberty Square,80,22,98,Child
2024-01-03,09:00:00,Jungle Cruise,Adventureland,41,50,112,Adult
2024-01-03,10:00:00,Jungle Cruise,Adventureland,81,43,94,Senior
2024-01-03,11:00:00,Jungle Cruise,Adventureland,70,16,111,Senior
2024-01-03,12:00:00,Jungle Cruise,Adventureland,76,34,118,Teen
2024-01-03,13:00:00,Jungle Cruise,Adventureland,81,54,136,Teen
2024-01-03,14:00:00,Jungle Cruise,Adventureland,64,76,199,Teen
2024-01-03,15:00:00,Jungle Cruise,Adventureland,58,103,194,Child
2024-01-03,16:00:00,Jungle Cruise,Adventureland,83,116,210,Adult
2024-01-03,17:00:00,Jungle Cruise,Adventureland,79,43,136,Senior
2024-01-03,18:00:00,Jungle Cruise,Adventureland,64,107,205,Teen
2024-01-03,19:00:00,Jungle Cruise,Adventureland,68,69,202,Adult
2024-01-03,20:00:00,Jungle Cruise,Adventureland,87,29,63,Senior
2024-01-03,21:00:00,Jungle Cruise,Adventureland,55,38,76,Senior
2024-01-03,22:00:00,Jungle Cruise,Adventureland,83,35,78,Senior
2024-01-03,09:00:00,Space Mountain,Tomorrowland,63,33,74,Adult
2024-01-03,10:00:00,Space Mountain,Tomorrowland,61,44,109,Senior
2024-01-03,11:00:00,Space Mountain,Tomorrowland,60,24,97,Teen
2024-01-03,12:00:00,Space Mountain,Tomorrowland,82,14,100,Senior
2024-01-03,13:00:00,Space Mountain,Tomorrowland,65,60,127,Senior
2024-01-03,14:00:00,Space Mountain,Tomorrowland,48,103,176,Senior
2024-01-03,15:00:00,Space Mountain,Tomorrowland,86,41,113,Teen
2024-01-03,16:00:00,Space Mountain,Tomorrowland,73,88,186,Teen
2024-01-03,17:00:00,Space Mountain,Tomorrowland,53,113,268,Senior
2024-01-03,18:00:00,Space Mountain,Tomorrowland,55,88,146,Senior
2024-01-03,19:00:00,Space Mountain,Tomorrowland,53,56,106,Teen
2024-01-03,20:00:00,Space Mountain,Tomorrowland,85,23,74,Adult
2024-01-03,21:00:00,Space Mountain,Tomorrowland,52,29,97,Senior
2024-01-03,22:00:00,Space Mountain,Tomorrowland,76,28,86,Teen
2024-01-03,09:00:00,it's a small world,Fantasyland,66,6,54,Child
2024-01-03,10:00:00,it's a small world,Fantasyland,60,4,60,Child
2024-01-03,11:00:00,it's a small world,Fantasyland,69,15,56,Child
2024-01-03,12:00:00,it's a small world,Fantasyland,55,25,90,Teen
2024-01-03,13:00:00,it's a small world,Fantasyland,87,99,290,Teen
2024-01-03,14:00:00,it's a small world,Fantasyland,48,100,178,Child
2024-01-03,15:00:00,it's a small world,Fantasyland,88,95,192,Adult
2024-01-03,16:00:00,it's a small world,Fantasyland,71,145,249,Senior
2024-01-03,17:00:00,it's a small world,Fantasyland,60,89,221,Teen
2024-01-03,18:00:00,it's a small world,Fantasyland,79,68,174,Child
2024-01-03,19:00:00,it's a small world,Fantasyland,88,86,243,Teen
2024-01-03,20:00:00,it's a small world,Fantasyland,79,28,60,Child
2024-01-03,21:00:00,it's a small world,Fantasyland,73,39,84,Teen
2024-01-03,22:00:00,it's a small world,Fantasyland,87,47,85,Senior
2024-01-03,09:00:00,Peter Pan's Flight,Fantasyland,84,35,98,Teen
2024-01-03,10:00:00,Peter Pan's Flight,Fantasyland,57,22,52,Adult
2024-01-03,11:00:00,Peter Pan's Flight,Fantasyland,84,45,106,Teen
2024-01-03,12:00:00,Peter Pan's Flight,Fantasyland,55,7,107,Senior
2024-01-03,13:00:00,Peter Pan's Flight,Fantasyland,47,131,271,Adult
2024-01-03,14:00:00,Peter Pan's Flight,Fantasyland,82,60,186,Adult
2024-01-03,15:00:00,Peter Pan's Flight,Fantasyland,49,41,117,Teen
2024-01-03,16:00:00,Peter Pan's Flight,Fantasyland,68,102,259,Senior
2024-01-03,17:00:00,Peter Pan's Flight,Fantasyland,46,46,138,Teen
2024-01-03,18:00:00,Peter Pan's Flight,Fantasyland,88,105,262,Adult
2024-01-03,19:00:00,Peter Pan's Flight,Fantasyland,42,156,282,Child
2024-01-03,20:00:00,Peter Pan's Flight,Fantasyland,48,37,72,Child
2024-01-03,21:00:00,Peter Pan's Flight,Fantasyland,64,41,89,Teen
2024-01-03,22:00:00,Peter Pan's Flight,Fantasyland,70,27,73,Teen
2024-01-21,09:00:00,Pirates of the Caribbean,Adventureland,72,28,105,Child
2024-01-21,10:00:00,Pirates of the Caribbean,Adventureland,57,29,84,Child
2024-01-21,11:00:00,Pirates of the Caribbean,Adventureland,73,37,92,Child
2024-01-21,12:00:00,Pirates of the Caribbean,Adventureland,41,30,66,Child
2024-01-21,13:00:00,Pirates of the Caribbean,Adventureland,71,139,288,Child
