Date,Daytime,Ride_Name,Fast_Pass_Plus_Tickets,Total_Ticket_Sale_In_Last_Hour,Highest_Age_Group
2024-01-26,20:00:00,Frontierland,38,82,Senior
2024-01-26,21:00:00,Frontierland,20,86,Senior
2024-01-26,22:00:00,Frontierland,37,93,Child
2024-01-26,09:00:00,Big Thunder Mountain,21,100,Child
2024-01-26,10:00:00,Big Thunder Mountain,33,77,Child
2024-01-26,11:00:00,Big Thunder Mountain,18,55,Adult
2024-01-26,12:00:00,Big Thunder Mountain,23,58,Child
2024-01-26,13:00:00,Big Thunder Mountain,70,117,Senior
2024-01-26,14:00:00,Big Thunder Mountain,43,108,Senior
2024-01-26,15:00:00,Big Thunder Mountain,79,146,Teen
2024-01-26,16:00:00,Big Thunder Mountain,148,296,Senior
2024-01-26,17:00:00,Big Thunder Mountain,114,195,Senior
2024-01-26,18:00:00,Big Thunder Mountain,122,214,Senior
2024-01-26,19:00:00,Big Thunder Mountain,63,196,Teen
2024-01-26,20:00:00,Big Thunder Mountain,39,91,Child
2024-01-26,21:00:00,Big Thunder Mountain,33,61,Senior
2024-01-26,22:00:00,Big Thunder Mountain,24,83,Teen
2024-01-26,09:00:00,Country Bear Jamboree,3,50,Adult
2024-01-26,10:00:00,Country Bear Jamboree,43,109,Senior
2024-01-26,11:00:00,Country Bear Jamboree,35,118,Teen
2024-01-26,12:00:00,Country Bear Jamboree,28,81,Adult
2024-01-26,13:00:00,Country Bear Jamboree,53,139,Teen
2024-01-26,14:00:00,Country Bear Jamboree,154,285,Child
2024-01-26,15:00:00,Country Bear Jamboree,60,108,Senior
2024-01-26,16:00:00,Country Bear Jamboree,139,257,Child
2024-01-26,17:00:00,Country Bear Jamboree,58,161,Child
2024-01-26,18:00:00,Country Bear Jamboree,62,125,Child
2024-01-26,19:00:00,Country Bear Jamboree,105,214,Child
2024-01-26,20:00:00,Country Bear Jamboree,15,65,Senior
2024-01-26,21:00:00,Country Bear Jamboree,27,78,Teen
2024-01-26,22:00:00,Country Bear Jamboree,23,98,Teen
2024-01-26,09:00:00,Tom Sawyer Island,27,114,Teen
2024-01-26,10:00:00,Tom Sawyer Island,37,90,Adult
2024-01-26,11:00:00,Tom Sawyer Island,20,80,Teen
2024-01-26,12:00:00,Tom Sawyer Island,23,116,Senior
2024-01-26,13:00:00,Tom Sawyer Island,67,176,Child
2024-01-26,14:00:00,Tom Sawyer Island,146,242,Teen
2024-01-26,15:00:00,Tom Sawyer Island,133,260,Senior
2024-01-26,16:00:00,Tom Sawyer Island,109,242,Child
2024-01-26,17:00:00,Tom Sawyer Island,113,188,Senior
2024-01-26,18:00:00,Tom Sawyer Island,94,234,Senior
2024-01-26,19:00:00,Tom Sawyer Island,70,204,Adult
2024-01-26,20:00:00,Tom Sawyer Island,23,74,Senior
2024-01-26,21:00:00,Tom Sawyer Island,23,65,Adult
2024-01-26,22:00:00,Tom Sawyer Island,28,95,Senior
2024-01-26,09:00:00,Splash Mountain,23,57,Senior
2024-01-26,10:00:00,Splash Mountain,42,103,Teen
2024-01-26,11:00:00,Splash Mountain,20,99,Adult
2024-01-26,12:00:00,Splash Mountain,20,76,Child
2024-01-26,13:00:00,Splash Mountain,123,215,Adult
2024-01-26,14:00:00,Splash Mountain,58,123,Teen
2024-01-26,15:00:00,Splash Mountain,43,113,Senior
2024-01-26,16:00:00,Splash Mountain,134,272,Child
2024-01-26,17:00:00,Splash Mountain,43,118,Teen
2024-01-26,18:00:00,Splash Mountain,80,222,Adult
2024-01-26,19:00:00,Splash Mountain,107,177,Child
2024-01-26,20:00:00,Splash Mountain,21,63,Child
2024-01-26,21:00:00,Splash Mountain,49,97,Teen
2024-01-26,22:00:00,Splash Mountain,32,94,Senior
2024-01-26,09:00:00,Liberty Square,32,80,Adult
2024-01-26,10:00:00,Liberty Square,25,86,Senior
2024-01-26,11:00:00,Liberty Square,32,118,Adult
2024-01-26,12:00:00,Liberty Square,24,83,Senior
2024-01-26,13:00:00,Liberty Square,73,219,Senior
2024-01-26,14:00:00,Liberty Square,165,294,Adult
2024-01-26,15:00:00,Liberty Square,63,152,Adult
2024-01-26,16:00:00,Liberty Square,64,205,Teen
2024-01-26,17:00:00,Liberty Square,99,289,Child
2024-01-26,18:00:00,Liberty Square,79,166,Senior
2024-01-26,19:00:00,Liberty Square,60,175,Teen
2024-01-26,20:00:00,Liberty Square,25,71,Senior
2024-01-26,21:00:00,Liberty Square,31,86,Senior
2024-01-26,22:00:00,Liberty Square,35,85,Adult
2024-01-26,09:00:00,The Hall of Presidents,41,112,Senior
2024-01-26,10:00:00,The Hall of Presidents,20,71,Teen
2024-01-26,11:00:00,The Hall of Presidents,27,67,Senior
2024-01-26,12:00:00,The Hall of Presidents,29,73,Child
2024-01-26,13:00:00,The Hall of Presidents,73,234,Child
2024-01-26,14:00:00,The Hall of Presidents,85,271,Child
2024-01-26,15:00:00,The Hall of Presidents,70,205,Teen
2024-01-26,16:00:00,The Hall of Presidents,61,117,Teen
2024-01-26,17:00:00,The Hall of Presidents,37,102,Senior
2024-01-26,18:00:00,The Hall of Presidents,61,195,Senior
2024-01-26,19:00:00,The Hall of Presidents,121,268,Child
2024-01-26,20:00:00,The Hall of Presidents,27,50,Senior
2024-01-26,21:00:00,The Hall of Presidents,11,50,Adult
2024-01-26,22:00:00,The Hall of Presidents,32,84,Child
2024-01-26,09:00:00,Haunted Mansion,37,114,Teen
2024-01-26,10:00:00,Haunted Mansion,7,63,Teen
2024-01-26,11:00:00,Haunted Mansion,14,80,Adult
2024-01-26,12:00:00,Haunted Mansion,21,95,Senior
2024-01-26,13:00:00,Haunted Mansion,50,120,Senior
2024-01-26,14:00:00,Haunted Mansion,105,217,Teen
2024-01-26,15:00:00,Haunted Mansion,103,278,Adult
2024-01-26,16:00:00,Haunted Mansion,154,275,Child
2024-01-26,17:00:00,Haunted Mansion,153,267,Child
2024-01-26,18:00:00,Haunted Mansion,52,123,Senior
2024-01-26,19:00:00,Haunted Mansion,93,196,Senior
2024-01-26,20:00:00,Haunted Mansion,11,53,Teen
2024-01-26,21:00:00,Haunted Mansion,29,55,Senior
2024-01-26,22:00:00,Haunted Mansion,38,91,Child
2024-01-26,09:00:00,Liberty Square Riverboat,9,117,Teen
2024-01-26,10:00:00,Liberty Square Riverboat,32,77,Senior
2024-01-26,11:00:00,Liberty Square Riverboat,6,84,Child
2024-01-26,12:00:00,Liberty Square Riverboat,34,85,Child
2024-01-26,13:00:00,Liberty Square Riverboat,86,145,Adult
2024-01-26,14:00:00,Liberty Square Riverboat,63,104,Teen
2024-01-26,15:00:00,Liberty Square Riverboat,85,250,Senior
2024-01-26,16:00:00,Liberty Square Riverboat,47,119,Teen
2024-01-26,17:00:00,Liberty Square Riverboat,91,244,Senior
2024-01-26,18:00:00,Liberty Square Riverboat,159,273,Adult
2024-01-26,19:00:00,Liberty Square Riverboat,107,198,Teen
2024-01-26,20:00:00,Liberty Square Riverboat,25,100,Adult
2024-01-26,21:00:00,Liberty Square Riverboat,14,53,Senior
2024-01-26,22:00:00,Liberty Square Riverboat,16,64,Adult
2024-01-26,09:00:00,Main Street USA,25,100,Child
2024-01-26,10:00:00,Main Street USA,28,84,Senior
2024-01-26,11:00:00,Main Street USA,22,79,Senior
2024-01-26,12:00:00,Main Street USA,17,105,Senior
2024-01-26,13:00:00,Main Street USA,66,121,Adult
2024-01-26,14:00:00,Main Street USA,85,163,Child
2024-01-26,15:00:00,Main Street USA,46,121,Teen
2024-01-26,16:00:00,Main Street USA,103,197,Teen
2024-01-26,17:00:00,Main Street USA,122,289,Adult
2024-01-26,18:00:00,Main Street USA,64,192,Child
2024-01-26,19:00:00,Main Street USA,61,101,Adult
2024-01-26,20:00:00,Main Street USA,34,78,Adult
2024-01-26,21:00:00,Main Street USA,16,56,Child
2024-01-26,22:00:00,Main Street USA,29,61,Senior
2024-01-26,09:00:00,Tomorrowland,36,115,Child
2024-01-26,10:00:00,Tomorrowland,6,53,Adult
2024-01-26,11:00:00,Tomorrowland,12,120,Adult
2024-01-26,12:00:00,Tomorrowland,5,99,Adult
2024-01-26,13:00:00,Tomorrowland,87,205,Child
2024-01-26,14:00:00,Tomorrowland,166,285,Teen
2024-01-26,15:00:00,Tomorrowland,114,246,Teen
2024-01-26,16:00:00,Tomorrowland,116,275,Teen
2024-01-26,17:00:00,Tomorrowland,52,135,Adult
2024-01-26,18:00:00,Tomorrowland,76,168,Teen
2024-01-26,19:00:00,Tomorrowland,41,116,Senior
2024-01-26,20:00:00,Tomorrowland,31,67,Adult
2024-01-26,21:00:00,Tomorrowland,20,80,Adult
2024-01-26,22:00:00,Tomorrowland,24,66,Senior
2024-01-26,09:00:00,Astro Orbiter,26,75,Child
2024-01-26,10:00:00,Astro Orbiter,17,67,Child
2024-01-26,11:00:00,Astro Orbiter,26,100,Senior
2024-01-26,12:00:00,Astro Orbiter,31,92,Adult
2024-01-26,13:00:00,Astro Orbiter,118,210,Teen
2024-01-26,14:00:00,Astro Orbiter,71,176,Teen
2024-01-26,15:00:00,Astro Orbiter,89,222,Teen
2024-01-26,16:00:00,Astro Orbiter,121,201,Adult
2024-01-26,17:00:00,Astro Orbiter,93,174,Senior
2024-01-26,18:00:00,Astro Orbiter,136,247,Teen
2024-01-26,19:00:00,Astro Orbiter,77,183,Adult
2024-01-26,20:00:00,Astro Orbiter,45,100,Adult
2024-01-26,21:00:00,Astro Orbiter,19,57,Teen
2024-01-26,22:00:00,Astro Orbiter,52,93,Child
2024-01-26,09:00:00,Buzz Lightyear's Space Ranger Spin,20,109,Senior
2024-01-26,10:00:00,Buzz Lightyear's Space Ranger Spin,8,87,Senior
2024-01-26,11:00:00,Buzz Lightyear's Space Ranger Spin,15,113,Adult
2024-01-26,12:00:00,Buzz Lightyear's Space Ranger Spin,17,80,Teen
2024-01-26,13:00:00,Buzz Lightyear's Space Ranger Spin,122,283,Senior
2024-01-26,14:00:00,Buzz Lightyear's Space Ranger Spin,52,118,Senior
2024-01-26,15:00:00,Buzz Lightyear's Space Ranger Spin,105,249,Senior
2024-01-26,16:00:00,Buzz Lightyear's Space Ranger Spin,75,239,Adult
2024-01-26,17:00:00,Buzz Lightyear's Space Ranger Spin,162,279,Child
2024-01-26,18:00:00,Buzz Lightyear's Space Ranger Spin,69,127,Teen
2024-01-26,19:00:00,Buzz Lightyear's Space Ranger Spin,137,268,Adult
2024-01-26,20:00:00,Buzz Lightyear's Space Ranger Spin,14,60,Senior
2024-01-26,21:00:00,Buzz Lightyear's Space Ranger Spin,41,98,Senior
2024-01-26,22:00:00,Buzz Lightyear's Space Ranger Spin,12,56,Child
2024-01-26,09:00:00,Carousel of Progress,16,83,Teen
2024-01-26,10:00:00,Carousel of Progress,30,107,Senior
2024-01-26,11:00:00,Carousel of Progress,46,109,Teen
2024-01-26,12:00:00,Carousel of Progress,6,94,Senior
2024-01-26,13:00:00,Carousel of Progress,50,126,Senior
2024-01-26,14:00:00,Carousel of Progress,40,121,Teen
2024-01-26,15:00:00,Carousel of Progress,74,189,Adult
2024-01-26,16:00:00,Carousel of Progress,119,216,Teen
2024-01-26,17:00:00,Carousel of Progress,105,233,Adult
2024-01-26,18:00:00,Carousel of Progress,73,221,Senior
2024-01-26,19:00:00,Carousel of Progress,148,284,Senior
2024-01-26,20:00:00,Carousel of Progress,17,70,Adult
2024-01-26,21:00:00,Carousel of Progress,15,52,Child
2024-01-26,22:00:00,Carousel of Progress,19,71,Teen
2024-01-26,09:00:00,"Monsters, Inc. Laugh Floor",31,81,Teen
2024-01-26,10:00:00,"Monsters, Inc. Laugh Floor",18,120,Adult
2024-01-26,11:00:00,"Monsters, Inc. Laugh Floor",36,104,Teen
2024-01-26,12:00:00,"Monsters, Inc. Laugh Floor",46,101,Teen
2024-01-26,13:00:00,"Monsters, Inc. Laugh Floor",74,147,Senior
2024-01-26,14:00:00,"Monsters, Inc. Laugh Floor",61,201,Teen
2024-01-26,15:00:00,"Monsters, Inc. Laugh Floor",104,215,Senior
2024-01-26,16:00:00,"Monsters, Inc. Laugh Floor",60,199,Teen
2024-01-26,17:00:00,"Monsters, Inc. Laugh Floor",58,152,Child
2024-01-26,18:00:00,"Monsters, Inc. Laugh Floor",82,247,Teen
2024-01-26,19:00:00,"Monsters, Inc. Laugh Floor",78,193,Teen
2024-01-26,20:00:00,"Monsters, Inc. Laugh Floor",22,79,Adult
2024-01-26,21:00:00,"Monsters, Inc. Laugh Floor",47,92,Adult
2024-01-26,22:00:00,"Monsters, Inc. Laugh Floor",39,88,Senior
2024-01-26,09:00:00,Space Mountain,18,64,Adult
2024-01-26,10:00:00,Space Mountain,48,108,Teen
2024-01-26,11:00:00,Space Mountain,39,88,Child
2024-01-26,12:00:00,Space Mountain,17,67,Child
2024-01-26,13:00:00,Space Mountain,63,161,Child
2024-01-26,14:00:00,Space Mountain,60,146,Teen
2024-01-26,15:00:00,Space Mountain,97,230,Senior
2024-01-26,16:00:00,Space Mountain,86,252,Senior
2024-01-26,17:00:00,Space Mountain,73,208,Senior
2024-01-26,18:00:00,Space Mountain,124,262,Teen
2024-01-26,19:00:00,Space Mountain,85,242,Senior
2024-01-26,20:00:00,Space Mountain,20,68,Teen
2024-01-26,21:00:00,Space Mountain,34,70,Child
2024-01-26,22:00:00,Space Mountain,15,72,Senior
2024-01-26,09:00:00,Stitch's Great Escape! (Seasonal),12,67,Senior
2024-01-26,10:00:00,Stitch's Great Escape! (Seasonal),42,114,Senior
2024-01-26,11:00:00,Stitch's Great Escape! (Seasonal),35,112,Senior
2024-01-26,12:00:00,Stitch's Great Escape! (Seasonal),17,112,Child
2024-01-26,13:00:00,Stitch's Great Escape! (Seasonal),74,244,Teen
2024-01-26,14:00:00,Stitch's Great Escape! (Seasonal),54,174,Adult
2024-01-26,15:00:00,Stitch's Great Escape! (Seasonal),74,157,Adult
2024-01-26,16:00:00,Stitch's Great Escape! (Seasonal),78,143,Senior
2024-01-26,17:00:00,Stitch's Great Escape! (Seasonal),130,244,Senior
2024-01-26,18:00:00,Stitch's Great Escape! (Seasonal),111,240,Child
2024-01-26,19:00:00,Stitch's Great Escape! (Seasonal),82,246,Adult
2024-01-26,20:00:00,Stitch's Great Escape! (Seasonal),54,99,Adult
2024-01-26,21:00:00,Stitch's Great Escape! (Seasonal),19,84,Senior
2024-01-26,22:00:00,Stitch's Great Escape! (Seasonal),28,84,Senior
2024-01-26,09:00:00,Tomorrowland Speedway,13,63,Adult
2024-01-26,10:00:00,Tomorrowland Speedway,18,54,Adult
2024-01-26,11:00:00,Tomorrowland Speedway,10,94,Senior
2024-01-26,12:00:00,Tomorrowland Speedway,13,65,Teen
2024-01-26,13:00:00,Tomorrowland Speedway,139,288,Adult
2024-01-26,14:00:00,Tomorrowland Speedway,138,281,Senior
2024-01-26,15:00:00,Tomorrowland Speedway,70,142,Teen
2024-01-26,16:00:00,Tomorrowland Speedway,108,300,Teen
2024-01-26,17:00:00,Tomorrowland Speedway,56,115,Adult
2024-01-26,18:00:00,Tomorrowland Speedway,90,236,Teen
2024-01-26,19:00:00,Tomorrowland Speedway,95,182,Adult
2024-01-26,20:00:00,Tomorrowland Speedway,26,68,Child
2024-01-26,21:00:00,Tomorrowland Speedway,27,58,Child
2024-01-26,22:00:00,Tomorrowland Speedway,19,67,Teen
2024-01-26,09:00:00,Tomorrowland Transit Authority,12,81,Adult
2024-01-26,10:00:00,Tomorrowland Transit Authority,25,81,Senior
2024-01-26,11:00:00,Tomorrowland Transit Authority,28,68,Adult
2024-01-26,12:00:00,Tomorrowland Transit Authority,30,103,Senior
2024-01-26,13:00:00,Tomorrowland Transit Authority,60,119,Child
2024-01-26,14:00:00,Tomorrowland Transit Authority,94,203,Adult
2024-01-26,15:00:00,Tomorrowland Transit Authority,164,277,Adult
2024-01-26,16:00:00,Tomorrowland Transit Authority,130,216,Senior
2024-01-26,17:00:00,Tomorrowland Transit Authority,88,183,Child
2024-01-26,18:00:00,Tomorrowland Transit Authority,170,298,Child
2024-01-26,19:00:00,Tomorrowland Transit Authority,127,287,Adult
2024-01-26,20:00:00,Tomorrowland Transit Authority,30,54,Senior
2024-01-26,21:00:00,Tomorrowland Transit Authority,30,63,Teen
2024-01-26,22:00:00,Tomorrowland Transit Authority,30,81,Adult
2024-01-26,09:00:00,TRON Lightcycle Power Run Rollercoaster,23,86,Teen
2024-01-26,10:00:00,TRON Lightcycle Power Run Rollercoaster,30,112,Child
2024-01-26,11:00:00,TRON Lightcycle Power Run Rollercoaster,7,55,Senior
2024-01-26,12:00:00,TRON Lightcycle Power Run Rollercoaster,7,52,Teen
2024-01-26,13:00:00,TRON Lightcycle Power Run Rollercoaster,94,212,Child
2024-01-26,14:00:00,TRON Lightcycle Power Run Rollercoaster,76,209,Teen
2024-01-26,15:00:00,TRON Lightcycle Power Run Rollercoaster,104,266,Teen
2024-01-26,16:00:00,TRON Lightcycle Power Run Rollercoaster,55,170,Adult
2024-01-26,17:00:00,TRON Lightcycle Power Run Rollercoaster,53,164,Adult
2024-01-26,18:00:00,TRON Lightcycle Power Run Rollercoaster,157,270,Teen
2024-01-26,19:00:00,TRON Lightcycle Power Run Rollercoaster,48,113,Adult
2024-01-26,20:00:00,TRON Lightcycle Power Run Rollercoaster,33,96,Senior
2024-01-26,21:00:00,TRON Lightcycle Power Run Rollercoaster,23,91,Child
2024-01-26,22:00:00,TRON Lightcycle Power Run Rollercoaster,17,50,Senior
2024-01-25,09:00:00,Enchanted Tiki Room,8,59,Teen
2024-01-25,10:00:00,Enchanted Tiki Room,39,116,Child
2024-01-25,11:00:00,Enchanted Tiki Room,14,51,Child
2024-01-25,12:00:00,Enchanted Tiki Room,14,104,Senior
2024-01-25,13:00:00,Enchanted Tiki Room,44,118,Senior
2024-01-25,14:00:00,Enchanted Tiki Room,65,122,Child
2024-01-25,15:00:00,Enchanted Tiki Room,51,126,Adult
2024-01-25,16:00:00,Enchanted Tiki Room,60,176,Senior
2024-01-25,17:00:00,Enchanted Tiki Room,167,298,Teen
2024-01-25,18:00:00,Enchanted Tiki Room,135,264,Teen
2024-01-25,19:00:00,Enchanted Tiki Room,54,117,Child
2024-01-25,20:00:00,Enchanted Tiki Room,27,89,Senior
2024-01-25,21:00:00,Enchanted Tiki Room,24,72,Teen
2024-01-25,22:00:00,Enchanted Tiki Room,37,76,Teen
2024-01-25,09:00:00,Jungle Cruise,7,61,Teen
2024-01-25,10:00:00,Jungle Cruise,28,65,Senior
2024-01-25,11:00:00,Jungle Cruise,31,94,Adult
2024-01-25,12:00:00,Jungle Cruise,14,67,Adult
2024-01-25,13:00:00,Jungle Cruise,85,265,Teen
2024-01-25,14:00:00,Jungle Cruise,119,241,Adult
2024-01-25,15:00:00,Jungle Cruise,180,299,Child
2024-01-25,16:00:00,Jungle Cruise,156,268,Adult
2024-01-25,17:00:00,Jungle Cruise,70,152,Teen
2024-01-25,18:00:00,Jungle Cruise,123,291,Adult
2024-01-25,19:00:00,Jungle Cruise,83,265,Teen
2024-01-25,20:00:00,Jungle Cruise,36,81,Child
2024-01-25,21:00:00,Jungle Cruise,34,65,Child
2024-01-25,22:00:00,Jungle Cruise,17,83,Adult
2024-01-25,09:00:00,The Magic Carpets of Aladdin,12,90,Senior
2024-01-25,10:00:00,The Magic Carpets of Aladdin,29,103,Teen
2024-01-25,11:00:00,The Magic Carpets of Aladdin,10,110,Child
2024-01-25,12:00:00,The Magic Carpets of Aladdin,3,58,Adult
2024-01-25,13:00:00,The Magic Carpets of Aladdin,49,155,Child
2024-01-25,14:00:00,The Magic Carpets of Aladdin,93,201,Adult
2024-01-25,15:00:00,The Magic Carpets of Aladdin,136,260,Senior
2024-01-25,16:00:00,The Magic Carpets of Aladdin,109,208,Senior
2024-01-25,17:00:00,The Magic Carpets of Aladdin,61,121,Teen
2024-01-25,18:00:00,The Magic Carpets of Aladdin,55,171,Adult
2024-01-25,19:00:00,The Magic Carpets of Aladdin,56,120,Teen
2024-01-25,20:00:00,The Magic Carpets of Aladdin,32,59,Adult
2024-01-25,21:00:00,The Magic Carpets of Aladdin,18,75,Adult
2024-01-25,22:00:00,The Magic Carpets of Aladdin,45,94,Teen
2024-01-25,09:00:00,Pirates of the Caribbean,12,57,Child
2024-01-25,10:00:00,Pirates of the Caribbean,13,105,Senior
2024-01-25,11:00:00,Pirates of the Caribbean,14,57,Teen
2024-01-25,12:00:00,Pirates of the Caribbean,4,65,Teen
2024-01-25,13:00:00,Pirates of the Caribbean,84,279,Teen
2024-01-25,14:00:00,Pirates of the Caribbean,137,227,Adult
2024-01-25,15:00:00,Pirates of the Caribbean,108,233,Adult
2024-01-25,16:00:00,Pirates of the Caribbean,59,142,Teen
2024-01-25,17:00:00,Pirates of the Caribbean,158,291,Adult
2024-01-25,18:00:00,Pirates of the Caribbean,167,287,Child
2024-01-25,19:00:00,Pirates of the Caribbean,173,297,Child
2024-01-25,20:00:00,Pirates of the Caribbean,34,71,Adult
2024-01-25,21:00:00,Pirates of the Caribbean,20,83,Adult
2024-01-25,22:00:00,Pirates of the Caribbean,23,95,Senior
2024-01-25,09:00:00,Swiss Family Treehouse,40,108,Adult
2024-01-25,10:00:00,Swiss Family Treehouse,21,57,Teen
2024-01-25,11:00:00,Swiss Family Treehouse,15,97,Adult
2024-01-25,12:00:00,Swiss Family Treehouse,26,63,Child
2024-01-25,13:00:00,Swiss Family Treehouse,84,158,Child
2024-01-25,14:00:00,Swiss Family Treehouse,64,111,Child
2024-01-25,15:00:00,Swiss Family Treehouse,51,162,Senior
2024-01-25,16:00:00,Swiss Family Treehouse,82,193,Teen
2024-01-25,17:00:00,Swiss Family Treehouse,86,145,Child
2024-01-25,18:00:00,Swiss Family Treehouse,133,241,Senior
2024-01-25,19:00:00,Swiss Family Treehouse,63,157,Teen
2024-01-25,20:00:00,Swiss Family Treehouse,31,76,Adult
2024-01-25,21:00:00,Swiss Family Treehouse,24,54,Child
2024-01-25,22:00:00,Swiss Family Treehouse,19,82,Teen
2024-01-25,09:00:00,Fantasyland,30,78,Child
2024-01-25,10:00:00,Fantasyland,10,101,Senior
2024-01-25,11:00:00,Fantasyland,21,86,Adult
2024-01-25,12:00:00,Fantasyland,25,61,Senior
2024-01-25,13:00:00,Fantasyland,42,102,Teen
2024-01-25,14:00:00,Fantasyland,84,174,Adult
2024-01-25,15:00:00,Fantasyland,142,289,Teen
2024-01-25,16:00:00,Fantasyland,90,218,Senior
2024-01-25,17:00:00,Fantasyland,161,297,Teen
2024-01-25,18:00:00,Fantasyland,167,287,Teen
2024-01-25,19:00:00,Fantasyland,42,138,Senior
2024-01-25,20:00:00,Fantasyland,18,51,Adult
2024-01-25,21:00:00,Fantasyland,18,90,Adult
2024-01-25,22:00:00,Fantasyland,22,50,Adult
2024-01-25,09:00:00,The Barnstormer,12,63,Teen
2024-01-25,10:00:00,The Barnstormer,38,103,Child
2024-01-25,11:00:00,The Barnstormer,15,68,Child
2024-01-25,12:00:00,The Barnstormer,11,55,Senior
2024-01-25,13:00:00,The Barnstormer,162,279,Adult
2024-01-25,14:00:00,The Barnstormer,116,217,Child
2024-01-25,15:00:00,The Barnstormer,82,248,Teen
2024-01-25,16:00:00,The Barnstormer,148,263,Senior
2024-01-25,17:00:00,The Barnstormer,58,119,Child
2024-01-25,18:00:00,The Barnstormer,108,211,Teen
2024-01-25,19:00:00,The Barnstormer,63,160,Adult
2024-01-25,20:00:00,The Barnstormer,32,70,Adult
2024-01-25,21:00:00,The Barnstormer,34,70,Adult
2024-01-25,22:00:00,The Barnstormer,16,64,Teen
2024-01-25,09:00:00,Dumbo the Flying Elephant,29,67,Child
2024-01-25,10:00:00,Dumbo the Flying Elephant,8,69,Teen
2024-01-25,11:00:00,Dumbo the Flying Elephant,37,107,Adult
2024-01-25,12:00:00,Dumbo the Flying Elephant,13,102,Adult
2024-01-25,13:00:00,Dumbo the Flying Elephant,107,297,Senior
2024-01-25,14:00:00,Dumbo the Flying Elephant,79,178,Adult
2024-01-25,15:00:00,Dumbo the Flying Elephant,42,130,Teen
2024-01-25,16:00:00,Dumbo the Flying Elephant,108,275,Child
2024-01-25,17:00:00,Dumbo the Flying Elephant,87,155,Adult
2024-01-25,18:00:00,Dumbo the Flying Elephant,44,137,Teen
2024-01-25,19:00:00,Dumbo the Flying Elephant,81,191,Child
2024-01-25,20:00:00,Dumbo the Flying Elephant,37,93,Adult
2024-01-25,21:00:00,Dumbo the Flying Elephant,13,61,Senior
2024-01-25,22:00:00,Dumbo the Flying Elephant,43,78,Teen
2024-01-25,09:00:00,Enchanted Tales with Belle,22,62,Child
2024-01-25,10:00:00,Enchanted Tales with Belle,9,67,Child
2024-01-25,11:00:00,Enchanted Tales with Belle,11,57,Teen
2024-01-25,12:00:00,Enchanted Tales with Belle,23,75,Adult
2024-01-25,13:00:00,Enchanted Tales with Belle,138,275,Child
2024-01-25,14:00:00,Enchanted Tales with Belle,120,249,Adult
2024-01-25,15:00:00,Enchanted Tales with Belle,36,119,Child
2024-01-25,16:00:00,Enchanted Tales with Belle,87,150,Senior
2024-01-25,17:00:00,Enchanted Tales with Belle,43,132,Adult
2024-01-25,18:00:00,Enchanted Tales with Belle,41,131,Senior
2024-01-25,19:00:00,Enchanted Tales with Belle,40,112,Senior
2024-01-25,20:00:00,Enchanted Tales with Belle,44,96,Senior
2024-01-25,21:00:00,Enchanted Tales with Belle,23,51,Senior
2024-01-25,22:00:00,Enchanted Tales with Belle,26,61,Teen
2024-01-25,09:00:00,it's a small world,17,73,Adult
2024-01-25,10:00:00,it's a small world,15,107,Child
2024-01-25,11:00:00,it's a small world,19,81,Senior
2024-01-25,12:00:00,it's a small world,41,102,Senior
2024-01-25,13:00:00,it's a small world,37,115,Adult
2024-01-25,14:00:00,it's a small world,68,198,Senior
2024-01-25,15:00:00,it's a small world,76,151,Teen
2024-01-25,16:00:00,it's a small world,144,261,Child
2024-01-25,17:00:00,it's a small world,109,197,Adult
2024-01-25,18:00:00,it's a small world,105,222,Senior
2024-01-25,19:00:00,it's a small world,111,188,Adult
2024-01-25,20:00:00,it's a small world,28,74,Teen
2024-01-25,21:00:00,it's a small world,21,51,Teen
2024-01-25,22:00:00,it's a small world,19,51,Child
2024-01-25,09:00:00,Mad Tea Party,42,110,Adult
2024-01-25,10:00:00,Mad Tea Party,12,79,Child
2024-01-25,11:00:00,Mad Tea Party,17,81,Adult
2024-01-25,12:00:00,Mad Tea Party,10,118,Teen
2024-01-25,13:00:00,Mad Tea Party,141,247,Senior
2024-01-25,14:00:00,Mad Tea Party,113,190,Teen
2024-01-25,15:00:00,Mad Tea Party,54,145,Adult
2024-01-25,16:00:00,Mad Tea Party,150,288,Adult
2024-01-25,17:00:00,Mad Tea Party,76,251,Adult
2024-01-25,18:00:00,Mad Tea Party,118,245,Teen
2024-01-25,19:00:00,Mad Tea Party,147,244,Teen
2024-01-25,20:00:00,Mad Tea Party,44,81,Adult
2024-01-25,21:00:00,Mad Tea Party,32,61,Child
2024-01-25,22:00:00,Mad Tea Party,13,55,Teen
2024-01-25,09:00:00,Mickey's PhilharMagic,5,78,Senior
2024-01-25,10:00:00,Mickey's PhilharMagic,13,50,Teen
2024-01-25,11:00:00,Mickey's PhilharMagic,18,66,Teen
2024-01-25,12:00:00,Mickey's PhilharMagic,8,91,Child
2024-01-25,13:00:00,Mickey's PhilharMagic,66,137,Teen
2024-01-25,14:00:00,Mickey's PhilharMagic,99,298,Adult
2024-01-25,15:00:00,Mickey's PhilharMagic,49,118,Senior
2024-01-25,16:00:00,Mickey's PhilharMagic,83,250,Adult
2024-01-25,17:00:00,Mickey's PhilharMagic,71,177,Teen
2024-01-25,18:00:00,Mickey's PhilharMagic,75,140,Senior
2024-01-25,19:00:00,Mickey's PhilharMagic,158,263,Senior
